MSOAC,MSOAHOCLN,LAD19C,LAD19N,REG,LSOACOUNT,POPMID15,IMD19 SCORE,MSOARANK,MSOADECILE,MSOAQUINTILE
E02000200,South Norwood Hill,E09000008,Croydon,London,5,8917,26.74603757,1968,3,2
E02000201,South Norwood Central,E09000008,Croydon,London,5,9053,32.37566232,1297,2,1
E02000202,Thornton Heath West,E09000008,Croydon,London,6,8553,21.21043669,2812,5,3
E02000203,Thornton Heath Central,E09000008,Croydon,London,5,8016,31.87630714,1362,3,2
E02000204,West Thornton North,E09000008,Croydon,London,6,9683,23.33938686,2468,4,2
E02000206,Selhurst North,E09000008,Croydon,London,6,10030,32.66016979,1264,2,1
E02000207,Woodside & Ashburton,E09000008,Croydon,London,5,9224,28.94088042,1663,3,2
E02000208,University Hospital & Queen's Road,E09000008,Croydon,London,5,10647,37.00035306,894,2,1
E02000209,West Thornton South & Ampere Way,E09000008,Croydon,London,5,8745,25.65466895,2132,4,2
E02000210,Addiscombe North,E09000008,Croydon,London,5,8516,18.30019387,3380,5,3
E02000211,Monks Orchard,E09000008,Croydon,London,5,8145,10.66911725,5347,8,4
E02000212,Broad Green & Waddon Marsh,E09000008,Croydon,London,5,9062,29.82695001,1551,3,2
E02000213,Selhurst South & West Croydon,E09000008,Croydon,London,5,10424,38.7639081,798,2,1
E02000214,Addiscombe East,E09000008,Croydon,London,4,6383,10.98085728,5236,8,4
E02000215,Addiscombe West,E09000008,Croydon,London,6,10757,23.59401906,2424,4,2
E02000216,Park Hill & Lloyd Park,E09000008,Croydon,London,4,6928,13.45591498,4539,7,4
E02000217,Croydon Minster & Waddon North,E09000008,Croydon,London,5,11415,29.34459842,1616,3,2
E02000218,Shirley East,E09000008,Croydon,London,4,6787,22.90699234,2524,4,2
E02000219,Shirley West,E09000008,Croydon,London,5,7586,9.198186791,5766,9,5
E02000220,Central Croydon,E09000008,Croydon,London,5,10889,27.66453898,1846,3,2
E02000221,Waddon South,E09000008,Croydon,London,5,10681,27.74406647,1834,3,2
E02000222,Croham,E09000008,Croydon,London,5,8180,15.01140562,4116,7,4
E02000223,New Addington North,E09000008,Croydon,London,5,8495,38.80256021,794,2,1
E02000224,Purley North,E09000008,Croydon,London,5,8027,15.19842793,4066,6,3
E02000225,New Addington Central,E09000008,Croydon,London,5,7632,32.09196043,1336,2,1
E02000226,Selsdon,E09000008,Croydon,London,5,7664,9.353797625,5728,9,5
E02000227,Forestdale,E09000008,Croydon,London,8,11641,17.855986,3471,6,3
E02000228,Sanderstead,E09000008,Croydon,London,5,7904,5.678492029,6548,10,5
E02000229,New Addington South,E09000008,Croydon,London,4,6643,38.61102333,811,2,1
E02000230,Purley Central,E09000008,Croydon,London,6,10575,15.02004397,4114,7,4
E02000231,Woodcote,E09000008,Croydon,London,5,7666,8.918442212,5832,9,5
E02000232,Selsdon Park & Hamsey Green,E09000008,Croydon,London,4,6344,12.26569704,4883,8,4
E02000233,Kenley North,E09000008,Croydon,London,4,6350,13.95069323,4400,7,4
E02000234,Coulsdon,E09000008,Croydon,London,5,8547,17.07102597,3620,6,3
E02000235,Kenley South,E09000008,Croydon,London,4,7129,11.41971413,5114,8,4
E02000236,Woodmansterne,E09000008,Croydon,London,5,7841,9.523745568,5684,9,5
E02000237,Old Coulsdon,E09000008,Croydon,London,5,7698,12.53205586,4806,8,4
E02000238,Whitton Avenue West,E09000009,Ealing,London,5,9712,18.73264405,3309,5,3
E02000239,Horsenden,E09000009,Ealing,London,5,9065,12.76848891,4750,7,4
E02000240,Northolt West,E09000009,Ealing,London,6,10216,29.90837128,1544,3,2
E02000241,Northolt East,E09000009,Ealing,London,4,6756,20.34137715,2984,5,3
E02000242,Bilton Road,E09000009,Ealing,London,4,7031,15.13099232,4081,7,4
E02000243,Greenford North,E09000009,Ealing,London,5,8679,24.03260779,2359,4,2
E02000244,Perivale,E09000009,Ealing,London,4,7447,17.11302283,3615,6,3
E02000245,Northolt South,E09000009,Ealing,London,5,8678,37.99387463,848,2,1
E02000246,Kingshill Avenue,E09000009,Ealing,London,5,8832,30.37271332,1507,3,2
E02000247,Greenford West,E09000009,Ealing,London,6,10438,27.71270397,1839,3,2
E02000248,Hanger Hill East,E09000009,Ealing,London,4,7582,18.935244,3257,5,3
E02000249,Greenford South,E09000009,Ealing,London,4,7785,24.63060822,2269,4,2
E02000250,Pitshanger,E09000009,Ealing,London,4,6368,8.078410804,6039,9,5
E02000251,Greenford Ravenor Park,E09000009,Ealing,London,5,7746,17.29875316,3585,6,3
E02000252,North Acton,E09000009,Ealing,London,5,10887,28.18532883,1765,3,2
