ATCOCode,ATCOCode_revised,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9400ZZSYCRB1,940GZZSYCRB1,37090115,,,Carbrook To City,,,,Off Sheffield Road - Attercliffe Road,,Off Sheffield Road - Attercliffe Road,,,,To City,,,E0030064,Carbrook,Sheffield,,,,,,0,UKOS,439267,390015,-1.410820029,53.40550129,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYCRB2,940GZZSYCRB2,37090114,,,Carbrook From City,,,,Off Sheffield Road - Attercliffe Road,,Off Sheffield Road - Attercliffe Road,,,,From City,,,E0030064,Carbrook,Sheffield,,,,,,0,UKOS,439259,390019,-1.41093986,53.40553784,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYCRY,940GZZSYCRY,,,,Crystal Peaks,,,,Crystal Peaks Shopping Centre,,Ochre Dike Lane,,,,,,,N0060510,Crystal Peaks,Waterthorpe,,,,,,0,UKOS,442967,382947,-1.356127584,53.34168649,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYCRY1,940GZZSYCRY1,37090124,,,Crystal Peaks To City,,,,Crystal Peaks Shopping Centre,,Ochre Dike Lane,,,,To City,,,N0060510,Crystal Peaks,Waterthorpe,,,,,,0,UKOS,442967,382943,-1.356128125,53.34165054,PLT,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,4,revise,active
9400ZZSYCRY2,940GZZSYCRY2,37090125,,,Crystal Peaks From City,,,,Crystal Peaks Shopping Centre,,Ochre Dike Lane,,,,From City,,,N0060510,Crystal Peaks,Waterthorpe,,,,,,0,UKOS,442967,382951,-1.356127043,53.34172244,PLT,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,4,revise,active
9400ZZSYCYH,940GZZSYCYH,,,,City Hall,,,,The City Hall,,West Street,,,,,,,E0057890,Sheffield Centre,Sheffield,,,,,,1,UKOS,435162,387342,-1.472860247,53.3817644,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYCYH1,940GZZSYCYH1,37090121,,,City Hall From City,,,,The City Hall,,West Street,,,,From Cathedral,,,E0057890,Sheffield Centre,Sheffield,,,,,,1,UKOS,435130,387308,-1.473345062,53.38146092,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYCYH2,940GZZSYCYH2,37090120,,,City Hall To Cathedral,,,,The City Hall,,West Street,,,,To Cathedral,,,E0057890,Sheffield Centre,Sheffield,,,,,,1,UKOS,435194,387375,-1.472375536,53.38205889,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYDHL,940GZZSYDHL,,,,Beighton - Drake House Lane,,,,Crystal Peaks Shopping Centre,,Off Eckington Way,,,,,,,E0029999,Beighton,Sheffield,,,,,,0,UKOS,443541,382954,-1.347506145,53.3417026,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,5,revise,active
9400ZZSYDHL1,940GZZSYDHL1,37090109,,,Beighton - Drake House Lane To City,,,,Crystal Peaks Shopping Centre,,Off Eckington Way,,,,To City,,,E0029999,Beighton,Sheffield,,,,,,0,UKOS,443544,382950,-1.347461639,53.34166641,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYDHL2,940GZZSYDHL2,37090108,,,Beighton - Drake House Lane From City,,,,Crystal Peaks Shopping Centre,,Off Eckington Way,,,,From City,,,E0029999,Beighton,Sheffield,,,,,,0,UKOS,443538,382957,-1.347550788,53.34172982,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYDON,940GZZSYDON,,,,Donetsk Way,,,,Donetsk Way,,Donetsk Way,,,,,,,E0030453,Owlthorpe,Sheffield,,,,,,0,UKOS,442019,382943,-1.370365473,53.34172648,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYDON1,940GZZSYDON1,37090126,,,Donetsk Way To City,,,,Donetsk Way,,Donetsk Way,,,,To City,,,E0030453,Owlthorpe,Sheffield,,,,,,0,UKOS,442020,382939,-1.370350984,53.34169044,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYDON2,940GZZSYDON2,37090127,,,Donetsk Way From City,,,,Donetsk Way,,Donetsk Way,,,,From City,,,E0030453,Owlthorpe,Sheffield,,,,,,0,UKOS,442018,382947,-1.370379962,53.34176251,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYDVS,940GZZSYDVS,,,,Arena/Olympic Legacy Park,,,,Don Valley - National Ice Stadium,,Off Coleridge Road,,,,,,,N0060511,Don Valley,Attercliffe,,,,,,1,UKOS,438630,389197,-1.420500956,53.39819589,MET,,,,,,147,2007-05-17T10:00:00,2017-11-12T21:49:11,4,revise,active
9400ZZSYDVS1,940GZZSYDVS1,37090103,,,Arena/Olympic Legacy Park To City,,,,Don Valley - National Ice Stadium,,Off Coleridge Road,,,,To City,,,N0060511,Don Valley,Attercliffe,,,,,,0,UKOS,438633,389193,-1.420456329,53.39815972,PLT,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,7,revise,active
9400ZZSYDVS2,940GZZSYDVS2,37090102,,,Arena/Olympic Legacy Park From City,,,,Don Valley - National Ice Stadium,,Off Coleridge Road,,,,From City,,,N0060511,Don Valley,Attercliffe,,,,,,0,UKOS,438626,389200,-1.420560743,53.39822315,PLT,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,6,revise,active
9400ZZSYFIZ,940GZZSYFIZ,,,,Fitzalan Sq - Ponds Forge,,,,Barclays Bank,,Commercial Street,,,,,,,E0057890,Sheffield Centre,Sheffield,,,,,,1,UKOS,435758,387503,-1.463882607,53.38317162,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,5,revise,active
9400ZZSYFIZ1,940GZZSYFIZ1,37090129,,,Fitzalan Sq - Ponds Forge To City,,,,Barclays Bank,,Commercial Street,,,,To City,,,E0057890,Sheffield Centre,Sheffield,,,,,,1,UKOS,435758,387499,-1.463883058,53.38313567,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYFIZ2,940GZZSYFIZ2,37090128,,,Fitzalan Sq - Ponds Forge From City,,,,Barclays Bank,,Commercial Street,,,,From City,,,E0057890,Sheffield Centre,Sheffield,,,,,,1,UKOS,435757,387507,-1.463897189,53.38320764,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYGLE,940GZZSYGLE,,,,Gleadless Townend,,,,Jct of Gleadless Road and White Lane,,Ridgeway Road,,,,,,,E0030185,Gleadless Townend,Sheffield,,,,,,0,UKOS,438320,383395,-1.425864211,53.34606919,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYGLE1,940GZZSYGLE1,37090156,,,Gleadless Townend To City,,,,Jct of Gleadless Road and White Lane,,Ridgeway Road,,,,To City,,,E0030185,Gleadless Townend,Sheffield,,,,,,0,UKOS,438316,383397,-1.425924049,53.34608746,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYGLE2,940GZZSYGLE2,37090130,,,Gleadless Townend From City,,,,Jct of Gleadless Road and White Lane,,Ridgeway Road,,,,From City,,,E0030185,Gleadless Townend,Sheffield,,,,,,0,UKOS,438323,383392,-1.425819513,53.34604201,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYGRC,940GZZSYGRC,,,,Granville Rd - Sheffield College,,,,Off Granville Road,,Off Granville Road,,,,,,,E0030455,Park Hill,Sheffield,,,,,,1,UKOS,435936,386527,-1.461317369,53.37438711,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYGRC1,940GZZSYGRC1,37090158,,,Granville Rd - Sheffield College From City,,,,Sheffield College,,Off Granville Road,,,,From City,,,E0030455,Park Hill,Sheffield,,,,,,0,UKOS,435949,386458,-1.461129802,53.37376604,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYGRC2,940GZZSYGRC2,37090157,,,Granville Rd - Sheffield College To City,,,,Sheffield College,,Off Granville Road,,,,To City,,,E0030455,Park Hill,Sheffield,,,,,,0,UKOS,435923,386596,-1.461504941,53.37500817,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHAK,940GZZSYHAK,,,,Hackenthorpe,,,,Jct with Donetsk Way,,Off Sheffield Road,,,,,,,E0030206,Hackenthorpe,Sheffield,,,,,,0,UKOS,441305,383143,-1.381062561,53.34358017,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYHAK1,940GZZSYHAK1,37090160,,,Hackenthorpe To City,,,,Jct with Donetsk Way,,Off Sheffield Road,,,,To City,,,E0030206,Hackenthorpe,Sheffield,,,,,,0,UKOS,441305,383139,-1.381063081,53.34354422,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHAK2,940GZZSYHAK2,37090159,,,Hackenthorpe From City,,,,Jct with Donetsk Way,,Off Sheffield Road,,,,From City,,,E0030206,Hackenthorpe,Sheffield,,,,,,0,UKOS,441305,383147,-1.38106204,53.34361612,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHDP,940GZZSYHDP,,,,Herdings Park,,,,Herdings Park,,Off Raeburn Road,,,,,,,E0030238,Herdings,Sheffield,,,,,,0,UKOS,437390,382985,-1.439881125,53.34245038,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYHDP1,940GZZSYHDP1,37090164,,,Herdings Park To City,,,,Herdings Park,,Off Raeburn Road,,,,,,,E0030238,Herdings,Sheffield,,,,,,0,UKOS,437433,382987,-1.439235082,53.34246532,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHFW,940GZZSYHFW,,,,Halfway,,,,Park and Ride - Jct Station Road,,Eckington Way,,,,,,,E0030210,Halfway Tram Stop,Sheffield,,,,,,0,UKOS,443766,381491,-1.344328653,53.32853455,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYHFW1,940GZZSYHFW1,37090161,,,Halfway To City,,,,Park and Ride - Jct Station Road,,Eckington Way,,,,,,,E0030210,Halfway Tram Stop,Sheffield,,,,,,0,UKOS,443767,381491,-1.344313639,53.32853447,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHIL,940GZZSYHIL,,,,Hillsborough,,,,Near Jct Holme Lane,,Langsett Road,,,,,,,E0030265,Hillsborough,Sheffield,,,,,,1,UKOS,433343,389581,-1.499969126,53.40200658,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYHIL1,940GZZSYHIL1,37090168,,,Hillsborough From City,,,,Near Jct Holme Lane,,Langsett Road,,,,From City,,,E0030265,Hillsborough,Sheffield,,,,,,1,UKOS,433339,389576,-1.500029812,53.40196189,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHIL2,940GZZSYHIL2,37090167,,,Hillsborough To City,,,,Near Jct Holme Lane,,Langsett Road,,,,To City,,,E0030265,Hillsborough,Sheffield,,,,,,1,UKOS,433346,389585,-1.499923585,53.40204235,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHLP,940GZZSYHLP,,,,Hillsborough Park,,,,Garrison Hotel,,Middlewood Road,,,,,,,E0030265,Hillsborough,Sheffield,,,,,,0,UKOS,433096,389846,-1.503656274,53.40440395,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYHLP1,940GZZSYHLP1,37090165,,,Hillsborough Park From City,,,,Jct Dykes Hall Road,,Middlewood Road,,,,From City,,,E0030265,Hillsborough,Sheffield,,,,,,1,UKOS,433091,389843,-1.503731792,53.4043773,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHLP2,940GZZSYHLP2,37090166,,,Hillsborough Park To City,,,,Jct Dykes Hall Road,,Middlewood Road,,,,To City,,,E0030265,Hillsborough,Sheffield,,,,,,1,UKOS,433100,389849,-1.503595798,53.40443066,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHLR,940GZZSYHLR,,,,Herdings - Leighton Road,,,,Leighton Road,,Off Norton Avenue,,,,,,,E0030238,Herdings,Sheffield,,,,,,0,UKOS,437884,382988,-1.432461499,53.3424423,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,4,revise,active
9400ZZSYHLR1,940GZZSYHLR1,37090162,,,Herdings - Leighton Road To City,,,,Leighton Road,,Off Norton Avenue,,,,To City,,,E0030238,Herdings,Sheffield,,,,,,0,UKOS,437886,382992,-1.432430984,53.34247811,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYHLR2,940GZZSYHLR2,37090163,,,Herdings - Leighton Road From City,,,,Leighton Road,,Off Norton Avenue,,,,From City,,,E0030238,Herdings,Sheffield,,,,,,0,UKOS,437881,382984,-1.432507032,53.34240657,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYHOL,940GZZSYHOL,,,,Hollinsend,,,,Hollinsend Road,,Ridgeway Road,,,,,,,E0030184,Gleadless,Sheffield,,,,,,0,UKOS,438403,384060,-1.424537099,53.35204033,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYHOL1,940GZZSYHOL1,37090169,,,Hollinsend To City,,,,Hollinsend Road,,Ridgeway Road,,,,To City,,,E0030184,Gleadless,Sheffield,,,,,,0,UKOS,438399,384059,-1.424597309,53.35203163,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHOL2,940GZZSYHOL2,37090170,,,Hollinsend From City,,,,Hollinsend Road,,Ridgeway Road,,,,From City,,,E0030184,Gleadless,Sheffield,,,,,,0,UKOS,438407,384060,-1.424477011,53.35204004,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYHYP,940GZZSYHYP,,,,Hyde Park,,,,Cricket Inn Road,,Cricket Inn Road,,,,,,,N0064898,Hyde Park,Wybourn,,,,,,1,UKOS,436520,387670,-1.452408105,53.38462068,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYHYP1,940GZZSYHYP1,37090171,,,Hyde Park To City,,,,Cricket Inn Road,,Cricket Inn Road,,,,To City,,,N0064898,Hyde Park,Wybourn,,,,,,1,UKOS,436519,387666,-1.4524236,53.3845848,PLT,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,4,revise,active
9400ZZSYHYP2,940GZZSYHYP2,37090172,,,Hyde Park From City,,,,Cricket Inn Road,,Cricket Inn Road,,,,From City,,,N0064898,Hyde Park,Wybourn,,,,,,1,UKOS,436520,387674,-1.452407644,53.38465664,PLT,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,4,revise,active
9400ZZSYINF,940GZZSYINF,,,,Infirmary Road,,,,Infirmary Road,,Infirmary Road,,,,,,,E0030645,Upperthorpe,Sheffield,,,,,,1,UKOS,434516,388352,-1.482461347,53.39088495,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYINF1,940GZZSYINF1,37090173,,,Infirmary Road From City,,,,Infirmary Road,,Infirmary Road,,,,From City,,,E0030645,Upperthorpe,Sheffield,,,,,,1,UKOS,434521,388342,-1.482387257,53.39079475,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYINF2,940GZZSYINF2,37090174,,,Infirmary Road To City,,,,Infirmary Road,,Infirmary Road,,,,To City,,,E0030645,Upperthorpe,Sheffield,,,,,,1,UKOS,434510,388362,-1.482550473,53.39097523,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYLEP,940GZZSYLEP,,,,Leppings Lane,,,,Sheffield Wednesday F.C,,Jct of Middlewood Rd and Leppings Ln,,,,,,,E0030265,Hillsborough,Sheffield,,,,,,1,UKOS,433054,390497,-1.504219994,53.4102579,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYLEP1,940GZZSYLEP1,37090178,,,Leppings Lane From City,,,,Sheffield Wednesday F.C,,Jct of Middlewood Rd and Leppings Ln,,,,From City,,,E0030265,Hillsborough,Sheffield,,,,,,0,UKOS,433038,390556,-1.504454519,53.4107892,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYLEP2,940GZZSYLEP2,37090177,,,Leppings Lane To City,,,,Sheffield Wednesday F.C,,Jct of Middlewood Rd and Leppings Ln,,,,To City,,,E0030265,Hillsborough,Sheffield,,,,,,0,UKOS,433070,390438,-1.503985475,53.40972659,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYLPH,940GZZSYLPH,,,,Langsett - Primrose View,,,,Primrose View,,Langsett Road,,,,,,,E0030319,Langsett Road,Sheffield,,,,,,0,UKOS,434054,388891,-1.489349996,53.39575949,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,5,revise,active
9400ZZSYLPH1,940GZZSYLPH1,37090175,,,Langsett - Primrose View From City,,,,Primrose View,,Langsett Road,,,,From City,,,E0030319,Langsett Road,Sheffield,,,,,,0,UKOS,434049,388889,-1.489425399,53.39574184,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,5,revise,active
9400ZZSYLPH2,940GZZSYLPH2,37090176,,,Langsett - Primrose View To City,,,,Primrose View,,Langsett Road,,,,To City,,,E0030319,Langsett Road,Sheffield,,,,,,0,UKOS,434059,388892,-1.4892747,53.39576816,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYMAL,940GZZSYMAL,,,,Malin Bridge,,,,Jct Rivelin Valley Road,,Holme Lane,,,,,,,E0030363,Malin Bridge,Sheffield,,,,,,1,UKOS,432790,389423,-1.508302555,53.40062096,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYMAL1,940GZZSYMAL1,37090179,,,Malin Bridge To City,,,,Jct Rivelin Valley Road,,Holme Lane,,,,,,,E0030363,Malin Bridge,Sheffield,,,,,,1,UKOS,432796,389426,-1.508212008,53.40064756,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYMHI,940GZZSYMHI,,,,Meadowhall Interchange,,,,Meadowhall Railway Interchange,,Off Meadowhall Road,,,,,,,E0030375,Meadowhall,Sheffield,,,,,,1,UKOS,439130,391340,-1.412716681,53.41742062,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,4,revise,active
9400ZZSYMHI1,940GZZSYMHI1,37090183,,,Meadowhall Interchange To City,,,,Meadowhall Railway Interchange,,Off Meadowhall Road,,,,1,,,E0030375,Meadowhall,Sheffield,,,,,,1,UKOS,439117,391319,-1.412914866,53.41723284,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,new,active
9400ZZSYMHI2,940GZZSYMHI2,37090182,,,Meadowhall Interchange To City,,,,Meadowhall Railway Interchange,,Off Meadowhall Road,,,,2,,,E0030375,Meadowhall,Sheffield,,,,,,1,UKOS,439115,391321,-1.412944709,53.41725096,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYMHS,940GZZSYMHS,,,,Meadowhall South - Tinsley,,,,Meadowhall Shopping Centre,,Off Meadowhall Way,,,,,,,E0030375,Meadowhall,Sheffield,,,,,,1,UKOS,439646,390990,-1.404997307,53.4142364,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYMHS1,940GZZSYMHS1,37090184,,,Meadowhall South - Tinsley To City,,,,Meadowhall Shopping Centre,,Off Meadowhall Way,,,,To City,,,E0030375,Meadowhall,Sheffield,,,,,,1,UKOS,439650,390991,-1.404937006,53.41424509,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYMHS2,940GZZSYMHS2,37090185,,,Meadowhall South - Tinsley From City,,,,Meadowhall Shopping Centre,,Off Meadowhall Way,,,,From City,,,E0030375,Meadowhall,Sheffield,,,,,,1,UKOS,439641,390989,-1.405072652,53.41422778,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,4,revise,active
9400ZZSYMID,940GZZSYMID,,,,Middlewood,,,,Park and Ride,,Middlewood Road,,,,,,,E0030387,Middlewood,Sheffield,,,,,,1,UKOS,432660,391118,-1.51008276,53.41586402,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYMID1,940GZZSYMID1,37090186,,,Middlewood To City,,,,Park and Ride,,Middlewood Road,,,,,,,E0030387,Middlewood,Sheffield,,,,,,1,UKOS,432661,391118,-1.510067715,53.41586396,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYMRT,940GZZSYMRT,,,,Manor Top,,,,Manor Top,,Off Ridgeway Road,,,,,,,N0060616,Manor Top,Sheffield,,,,,,0,UKOS,438122,384911,-1.428656075,53.35970954,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,5,revise,active
9400ZZSYMRT1,940GZZSYMRT1,37090181,,,Manor Top To City,,,,Manor Top,,Off Ridgeway Road,,,,To City,,,N0060616,Manor Top,Sheffield,,,,,,0,UKOS,438106,384904,-1.428897313,53.35964777,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,5,revise,active
9400ZZSYMRT2,940GZZSYMRT2,37090180,,,Manor Top From City,,,,Manor Top,,Off Ridgeway Road,,,,From City,,,N0060616,Manor Top,Sheffield,,,,,,0,UKOS,438137,384917,-1.428429981,53.35976239,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,5,revise,active
9400ZZSYMWY,940GZZSYMWY,,,,Moss Way,,,,Waterthorpe Greenway,,Moss Way,,,,,,,E0030659,Waterthorpe,Sheffield,,,,,,0,UKOS,442532,382997,-1.362653843,53.34217095,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYMWY1,940GZZSYMWY1,37090187,,,Moss Way To City,,,,Waterthorpe Greenway,,Moss Way,,,,To City,,,E0030659,Waterthorpe,Sheffield,,,,,,0,UKOS,442531,382993,-1.362669397,53.34213508,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYMWY2,940GZZSYMWY2,37090188,,,Moss Way From City,,,,Waterthorpe Greenway,,Moss Way,,,,From City,,,E0030659,Waterthorpe,Sheffield,,,,,,0,UKOS,442533,383001,-1.362638289,53.34220682,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,2,revise,active
9400ZZSYNET,940GZZSYNET,,,,Netherthorpe Road,,,,Netherthorpe Road,,Netherthorpe Road,,,,,,,E0030417,Netherthorpe,Sheffield,,,,,,0,UKOS,434517,387667,-1.482520944,53.38472797,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYNET1,940GZZSYNET1,37090190,,,Netherthorpe Road From City,,,,Netherthorpe Road,,Netherthorpe Road,,,,From City,,,E0030417,Netherthorpe,Sheffield,,,,,,0,UKOS,434515,387668,-1.482550902,53.38473708,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYNET2,940GZZSYNET2,37090189,,,Netherthorpe Road To City,,,,Netherthorpe Road,,Netherthorpe Road,,,,To City,,,E0030417,Netherthorpe,Sheffield,,,,,,0,UKOS,434518,387666,-1.482506019,53.38471891,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYNUN,940GZZSYNUN,,,,Nunnery Square,,,,Park and Ride,,Nunnery Square,,,,,,,E0029974,Attercliffe,Sheffield,,,,,,1,UKOS,437227,387774,-1.441767112,53.38550625,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,3,revise,active
9400ZZSYNUN1,940GZZSYNUN1,37090131,,,Nunnery Square From City,,,,Park and Ride,,Nunnery Square,,,,From City,,,E0029974,Attercliffe,Sheffield,,,,,,0,UKOS,437227,387778,-1.441766642,53.38554221,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYNUN2,940GZZSYNUN2,37090191,,,Nunnery Square To City,,,,Park and Ride,,Nunnery Square,,,,To City,,,E0029974,Attercliffe,Sheffield,,,,,,0,UKOS,437227,387769,-1.4417677,53.38546131,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYPAR,940GZZSYPAR,,,,Parkgate,,,,Retail Park,,Stonerow Way,,,,,,,E0030454,Parkgate,Rotherham,,,,,,0,UKOS,443713,394223,-1.343366605,53.44297399,MET,,,,,,147,2018-09-02T10:46:25,2024-09-08T12:00:00,3,revise,active
9400ZZSYPAR1,940GZZSYPAR1,37090194,,,Parkgate To Sheffield,,,,Retail Park,,Stonerow Way,,,,,,,E0030454,Parkgate,Rotherham,,,,,,0,UKOS,443713,394224,-1.343366466,53.44298298,PLT,,,,,,147,2018-09-02T10:46:25,2024-08-08T12:00:00,4,revise,active
9400ZZSYPGC,940GZZSYPGC,,,,Park Grange Croft,,,,Off Park Grange Road,,Off Park Grange Road,,,,,,,N0064903,Norfolk Park,Sheffield,,,,,,0,UKOS,436109,386074,-1.458768761,53.3703037,MET,,,,,,147,2007-05-17T10:00:00,2024-09-08T12:00:00,2,revise,active
9400ZZSYPGC1,940GZZSYPGC1,37090133,,,Park Grange Croft From City,,,,Off Park Grange Road,,Off Park Grange Road,,,,From City,,,N0064903,Norfolk Park,Sheffield,,,,,,0,UKOS,436113,386076,-1.458708418,53.3703214,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
9400ZZSYPGC2,940GZZSYPGC2,37090132,,,Park Grange Croft To City,,,,Off Park Grange Road,,Off Park Grange Road,,,,To City,,,N0064903,Norfolk Park,Sheffield,,,,,,0,UKOS,436104,386071,-1.458844245,53.37027707,PLT,,,,,,147,2007-05-17T10:00:00,2024-08-08T12:00:00,3,revise,active
